book,chapter,verse,reference,text
이사야,53,4,이사야 53:4,그는 실로 우리의 질고를 지고 우리의 슬픔을 당하였거늘 우리는 생각하기를 그는 징벌을 받아서 하나님에게 맞으며 고난을 당한다 하였노라
이사야,53,6,이사야 53:6,우리는 다 양 같아서 그릇 행하며 각기 제 길로 갔거늘 여호와께서는 우리 무리의 죄악을 그에게 담당시키셨도다
이사야,53,9,이사야 53:9,그는 강포를 행치 아니하였고 그 입에 궤사가 없었으나 그 무덤이 악인과 함께 되었으며 그 묘실이 부자와 함께 되었도다
이사야,53,11,이사야 53:11,가라사대 그가 자기 영혼의 수고한 것을 보고 만족히 여길 것이라 나의 의로운 종이 자기 지식으로 많은 사람을 의롭게 하며 또 그들의 죄악을 친히 담당하리라
이사야,54,1,이사야 54:1,잉태치 못하며 생산치 못한 너는 노래할지어다 구로치 못한 너는 외쳐 노래할지어다 홀로 된 여인의 자식이 남편있는 자의 자식보다 많음이니라 여호와의 말이니라
이사야,54,2,이사야 54:2,네 장막터를 넓히며 네 처소의 휘장을 아끼지 말고 널리 펴되 너의 줄을 길게 하며 너의 말뚝을 견고히 할지어다
이사야,54,4,이사야 54:4,두려워 말라 네가 수치를 당치 아니하리라 놀라지 말라 네가 부끄러움을 보지 아니하니라 네가 네 청년 때의 수치를 잊겠고 과부 때의 치욕을 다시 기억함이 없으리니
이사야,54,6,이사야 54:6,여호와께서 너를 부르시되 마치 버림을 입어 마음에 근심하는 아내 곧 소시에 아내되었다가 버림을 입은 자에게 함같이 하실 것임이니라 네 하나님의 말씀이니라
이사야,54,7,이사야 54:7,내가 잠시 너를 버렸으나 큰 긍휼로 너를 모을 것이요
이사야,54,10,이사야 54:10,산들은 떠나며 작은 산들은 옮길지라도 나의 인자는 네게서 떠나지 아니하며 화평케 하는 나의 언약은 옮기지 아니하리라 너를 긍휼히 여기는 여호와의 말이니라
이사야,54,11,이사야 54:11,너 곤고하며 광풍에 요동하여 안위를 받지 못한 자여 보라 내가 화려한 채색으로 네 돌 사이에 더하며 청옥으로 네 기초를 쌓으며
이사야,54,14,이사야 54:14,너는 의로 설 것이며 학대가 네게서 멀어질 것인즉 네가 두려워 아니할 것이며 공포 그것도 너를 가까이 못할 것이라
이사야,55,1,이사야 55:1,너희 목마른 자들아 물로 나아오라 돈 없는 자도 오라 너희는 와서 사 먹되 돈 없이 값 없이 와서 포도주와 젖을 사라
이사야,55,2,이사야 55:2,너희가 어찌하여 양식아닌 것을 위하여 은을 달아 주며 배부르게 못할 것을 위하여 수고하느냐 나를 청종하라 그리하면 너희가 좋은 것을 먹을 것이며 너희 마음이 기름진 것으로 즐거움을 얻으리라
이사야,55,4,이사야 55:4,내가 그를 만민에게 증거로 세웠고 만민의 인도자와 명령자를 삼았었나니
이사야,55,5,이사야 55:5,네가 알지 못하는 나라를 부를 것이며 너를 알지 못하는 나라가 네게 달려올 것은 나 여호와 네 하나님 곧 이스라엘의 거룩한 자를 인함이니라 내가 너를 영화롭게 하였느니라
이사야,55,6,이사야 55:6,너희는 여호와를 만날만한 때에 찾으라 가까이 계실 때에 그를 부르라
이사야,55,7,이사야 55:7,"악인은 그 길을, 불의한 자는 그 생각을 버리고 여호와께로 돌아오라 그리하면 그가 긍휼히 여기시리라 우리 하나님께로 나아오라 그가 널리 용서하시리라"
이사야,55,8,이사야 55:8,여호와의 말씀에 내 생각은 너희 생각과 다르며 내 길은 너희 길과 달라서
이사야,55,9,이사야 55:9,하늘이 땅보다 높음 같이 내 길은 너희 길보다 높으며 내 생각은 너희 생각보다 높으니라
이사야,55,10,이사야 55:10,비와 눈이 하늘에서 내려서는 다시 그리로 가지 않고 토지를 적시어서 싹이 나게 하며 열매가 맺게 하여 파종하는 자에게 종자를 주며 먹는 자에게 양식을 줌과 같이
이사야,55,11,이사야 55:11,내 입에서 나가는 말도 헛되이 내게로 돌아오지 아니하고 나의 뜻을 이루며 나의 명하여 보낸 일에 형통하리라
이사야,55,13,이사야 55:13,잣나무는 가시나무를 대신하여 나며 화석류는 질려를 대신하여 날 것이라 이것이 여호와의 명예가 되며 영영한 표징이 되어 끊어지지 아니하리라 하시니라
이사야,56,1,이사야 56:1,여호와께서 이같이 말씀하시되 너희는 공평을 지키며 의를 행하라 나의 구원이 가까이 왔고 나의 의가 쉬 나타날 것임이라 하셨은즉
이사야,56,2,이사야 56:2,"안식일을 지켜 더럽히지 아니하며 그 손을 금하여 모든 악을 행치 아니하여야 하나니 이같이 행하는 사람, 이같이 굳이 잡는 인생은 복이 있느니라"
이사야,56,3,이사야 56:3,여호와께 연합한 이방인은 여호와께서 나를 그 백성 중에서 반드시 갈라내시리라 말하지 말며 고자도 나는 마른 나무라 말하지 말라
이사야,56,4,이사야 56:4,여호와께서 이같이 말씀하시기를 나의 안식일을 지키며 나를 기뻐하는 일을 선택하며 나의 언약을 굳게 잡는 고자들에게는
이사야,56,6,이사야 56:6,또 나 여호와에게 연합하여 섬기며 나 여호와의 이름을 사랑하며 나의 종이 되며 안식일을 지켜 더럽히지 아니하며 나의 언약을 굳게 지키는 이방인마다
이사야,56,8,이사야 56:8,이스라엘의 쫓겨난 자를 모으는 주 여호와가 말하노니 내가 이미 모은 본 백성 외에 또 모아 그에게 속하게 하리라 하셨느니라
이사야,56,9,이사야 56:9,들의 짐승들아 삼림 중의 짐승들아 다 와서 삼키라
이사야,56,12,이사야 56:12,피차 이르기를 오라 내가 포도주를 가져오리라 우리가 독주를 잔뜩 먹자 내일도 오늘 같이 또 크게 넘치리라 하느니라
이사야,57,1,이사야 57:1,의인이 죽을지라도 마음에 두는 자가 없고 자비한 자들이 취하여감을 입을지라도 그 의인은 화액 전에 취하여 감을 입은 것인 줄로 깨닫는 자가 없도다
이사야,57,2,이사야 57:2,그는 평안에 들어갔나니 무릇 정로로 행하는 자는 자기들의 침상에서 편히 쉬느니라
이사야,57,3,이사야 57:3,"무녀의 자식, 간음자와 음녀의 씨 너희는 가까이 오라"
이사야,57,4,이사야 57:4,"너희가 누구를 희롱하느냐 누구를 향하여 입을 크게 벌리며 혀를 내미느냐 너희는 패역의 자식, 궤휼의 종류가 아니냐"
이사야,57,5,이사야 57:5,너희가 상수리나무 사이 모든 푸른 나무 아래서 음욕을 피우며 골짜기 가운데 바위 틈에서 자녀를 죽이는도다
이사야,57,6,이사야 57:6,골짜기 가운데 매끄러운 돌 중에 너희 소득이 있으니 그것이 곧 너희가 제비 뽑아 얻은 것이라 너희가 전제와 예물을 그것들에게 드리니 내가 어찌 이를 용인하겠느냐
이사야,57,7,이사야 57:7,네가 높고 높은 산 위에 침상을 베풀었고 네가 또 그리로 올라가서 제사를 드렸으며
이사야,57,8,이사야 57:8,네가 또 네 기념표를 문과 문설주 뒤에 두었으며 네가 나를 배반하고 다른 자를 위하여 몸을 드러내고 올라가며 네 침상을 넓히고 그들과 언약하며 또 그들의 침상을 사랑하여 그 처소를 예비하였으며
이사야,57,9,이사야 57:9,네가 기름을 가지고 몰렉에게 나아가되 향품을 더욱 더하였으며 네가 또 사신을 원방에 보내고 음부까지 스스로 낮추었으며
이사야,57,10,이사야 57:10,네가 길이 멀어서 피곤할지라도 헛되다 아니함은 네 힘이 소성 되었으므로 쇠약하여 가지 아니함이니라
이사야,57,13,이사야 57:13,네가 부르짖을 때에 네가 모은 우상으로 너를 구원하게 하라 그것은 다 바람에 떠 가겠고 기운에 불려갈 것이로되 나를 의뢰하는 자는 땅을 차지하겠고 나의 거룩한 산을 기업으로 얻으리라
이사야,57,14,이사야 57:14,장차 말하기를 돋우고 돋우어 길을 수축하여 내 백성의 길에서 거치는 것을 제하여 버리라 하리라
이사야,57,15,이사야 57:15,지존무상하며 영원히 거하며 거룩하다 이름하는 자가 이같이 말씀하시되 내가 높고 거룩한 곳에 거하며 또한 통회하고 마음이 겸손한 자의 영을 소성케 하려 함이라
이사야,57,16,이사야 57:16,내가 영원히는 다투지 아니하며 내가 장구히는 노하지 아니할 것은 나의 지은 그 영과 혼이 내 앞에서 곤비할까 함이니라
이사야,57,18,이사야 57:18,내가 그 길을 보았은즉 그를 고쳐 줄 것이라 그를 인도하며 그와 그의 슬퍼하는 자에게 위로를 다시 얻게 하리라
이사야,57,19,이사야 57:19,입술의 열매를 짓는 나 여호와가 말하노라 먼 데 있는 자에게든지 가까운 데 있는 자에게든지 평강이 있을지어다 평강이 있을지어다 내가 그를 고치리라 하셨느니라
이사야,58,6,이사야 58:6,나의 기뻐하는 금식은 흉악의 결박을 풀어주며 멍에의 줄을 끌러주며 압제 당하는 자를 자유케 하며 모든 멍에를 꺾는 것이 아니겠느냐
이사야,58,7,이사야 58:7,또 주린 자에게 네 식물을 나눠주며 유리하는 빈민을 네 집에 들이며 벗은 자를 보면 입히며 또 네 골육을 피하여 스스로 숨지 아니하는 것이 아니겠느냐
이사야,58,9,이사야 58:9,네가 부를 때에는 나 여호와가 응답하겠고 네가 부르짖을 때에는 말하기를 내가 여기 있다 하리라 만일 네가 너희 중에서 멍에와 손가락질과 허망한 말을 제하여 버리고
이사야,58,11,이사야 58:11,나 여호와가 너를 항상 인도하여 마른 곳에서도 네 영혼을 만족케 하며 네 뼈를 견고케 하리니 너는 물댄 동산 같겠고 물이 끊어지지 아니하는 샘 같을 것이라
이사야,58,12,이사야 58:12,네게서 날 자들이 오래 황폐된 곳들을 다시 세울 것이며 너는 역대의 파괴된 기초를 쌓으니리 너를 일컬어 무너진 데를 수보하는 자라 할 것이며 길을 수축하여 거할 곳이 되게 하는 자라 하리라
이사야,58,14,이사야 58:14,네가 여호와의 안에서 즐거움을 얻을 것이라 내가 너를 땅의 높은 곳에 올리고 네 조상 야곱의 업으로 기르리라 여호와의 입의 말이니라
이사야,59,1,이사야 59:1,여호와의 손이 짧아 구원치 못하심도 아니요 귀가 둔하여 듣지 못하심도 아니라
이사야,59,16,이사야 59:16,사람이 없음을 보시며 중재자 없음을 이상히 여기셨으므로 자기팔로 스스로 구원을 베푸시며 자기의 의를 스스로 의지하사
이사야,59,19,이사야 59:19,서방에서 여호와의 이름을 두려워하겠고 해돋는 편에서 그 기운에 몰려 급히 흐르는 하수 같이 오실 것임이로다
이사야,59,20,이사야 59:20,여호와께서 가라사대 구속자가 시온에 임하며 야곱 중에 죄과를 떠나는 자에게 임하리라
이사야,59,21,이사야 59:21,여호와께서 또 가라사대 내가 그들과 세운 나의 언약이 이러하니 곧 네 위에 있는 나의 신과 네 입에 둔 나의 말이 이제부터 영영토록 네 입에서와 네 후손의 입에서와 네 후손의 입에서 떠나지 아니하리라 하시니라 여호와의 말씀이니라
이사야,60,1,이사야 60:1,일어나라 ! 빛을 발하라 ! 이는 네 빛이 이르렀고 여호와의 영광이 네 위에 임하였음이니라
이사야,60,3,이사야 60:3,"열방은 네 빛으로,열왕은 비취는 네 광명으로 나아오리라"
이사야,60,4,이사야 60:4,네 눈을 들어 사면을 보라 무리가 다 모여 네게로 오느니라 네 아들들은 원방에서 오겠고 네 딸들은 안기워 올 것이라
이사야,60,7,이사야 60:7,게달의 양 무리는 다 네게로 모여지고 느바욧의 수양은 네게 공급되고 내 단에 올라 기꺼이 받음이 되리니 내가 내 영광의 집을 영화롭게 하리라
이사야,60,8,이사야 60:8,"저 구름 같이, 비둘기가 그 보금자리로 날아 오는 것 같이 날아 오는 자들이 누구뇨"
이사야,60,11,이사야 60:11,네 성문이 항상 열려 주야로 닫히지 아니하리니 이는 사람들이 네게로 열방의 재물을 가져오며 그 왕들을 포로로 이끌어 옴이라
이사야,60,13,이사야 60:13,레바논의 영광 곧 잣나무와 소나무와 황양목이 함께 네게 이르러 내 거룩한 곳을 아름답게 할 것이며 내가 나의 발 둘 곳을 영화롭게 할 것이라
이사야,60,14,이사야 60:14,너를 괴롭게 하던 자의 자손이 몸을 굽혀 네게 나아오며 너를 멸시하던 모든 자가 네 발 아래 엎드리어 너를 일컬어 여호와의 성읍이라 이스라엘의 거룩한 자의 시온이라 하리라
이사야,60,15,이사야 60:15,전에는 네가 버림을 입으며 미움을 당하였으므로 네게로 지나는 자가 없었으나 이제는 내가 너로 영영한 아름다움과 대대의 기쁨이 되게 하리니
이사야,60,16,이사야 60:16,"네가 열방의 젖을 빨며 열왕의 유방을 빨고 나 여호와는 네 구원자,네 구속자, 야곱의 전능자인 줄 알리라"
이사야,60,17,이사야 60:17,내가 금을 가져 놋을 대신 하며 은을 가져 철을 대신하며 놋으로 나무를 대신하며 철로 돌을 대신하며 화평을 세워 관원을 삼으며 의를 세워 감독을 삼으리니
이사야,60,18,이사야 60:18,"다시는 강포한 일이 네 땅에 들리지 않을 것이요 황폐와 파멸이 네 경내에 다시 없을 것이며 네가 네 성벽을 구원이라, 네 성문을 찬송이라 칭할 것이라"
이사야,60,19,이사야 60:19,다시는 낮에 해가 네 빛이 되지 아니하며 달도 네게 빛을 비취지 않을 것이요 오직 여호와가 네게 영영한 빛이 되며 네 하나님이 네 영광이 되리니
이사야,60,20,이사야 60:20,다시는 네 해가 지지 아니하며 네 달이 물러가지 아니할 것은 여호와가 네 영영한 빛이 되고 네 슬픔의 날이 마칠 것임이니라
이사야,60,21,이사야 60:21,네 백성이 다 의롭게 되어 영영히 땅을 차지하리니 그들은 나의 심은 가지요 나의 손으로 만든 것으로서 나의 영광을 나타낼 것인즉
이사야,60,22,이사야 60:22,그 작은 자가 천을 이루겠고 그 약한 자가 강국을 이룰 것이라 때가 되면 나 여호와가 속히 이루리라 !
이사야,61,3,이사야 61:3,무릇 시온에서 슬퍼하는 자에게 화관을 주어 그 재를 대신하며 희락의 기름으로 그 슬픔을 대신하며 찬송의 옷으로 그 근심을 대신하시고 그들로 의의 나무 곧 여호와의 심으신 바 그 영광을 나타낼 자라 일컬음을 얻게 하려 하심이니라
이사야,61,5,이사야 61:5,외인은 서서 너희 양떼를 칠 것이요 이방 사람은 너희 농부와 포도원지기가 될 것이나
이사야,61,7,이사야 61:7,너희가 수치 대신에 배나 얻으며 능욕 대신에 분깃을 인하여 즐거워할 것이라 그리하여 고토에서 배나 얻고 영영한 기쁨이 있으리라
이사야,61,8,이사야 61:8,대저 나 여호와는 공의를 사랑하며 불의의 강탈을 미워하여 성실히 그들에게 갚아 주고 그들과 영영한 언약을 세울 것이라
이사야,61,9,이사야 61:9,"그 자손을 열방 중에, 그 후손을 만민 중에 알리리니 무릇 이를 보는 자가 그들은 여호와께 복 받은 자손이라 인정하리라"
이사야,61,10,이사야 61:10,내가 여호와로 인하여 크게 기뻐하며 내 영혼이 나의 하나님으로 인하여 즐거워하리니 이는 그가 구원의 옷으로 내게 입히시며 의의 겉옷으로 내게 더하심이 신랑이 사모를 쓰며 신부가 자기 보물로 단장함 같게 하셨음이라
이사야,61,11,이사야 61:11,땅이 쌀을 내며 동산이 거기 뿌린 것을 움돋게 함 같이 주 여호와께서 의와 찬송을 열방 앞에 발생하게 하시리라
이사야,62,1,이사야 62:1,"나는 시온의 공의가 빛 같이, 예루살렘의 구원이 횃불 같이 나타나도록 시온을 위하여 잠잠하지 아니하며 예루살렘을 위하여 쉬지 아니할 것인즉"
이사야,62,3,이사야 62:3,"너는 또 여호와의 손의 아름다운 면류관, 네 하나님의 손의 왕관이 될 것이라"
이사야,62,4,이사야 62:4,다시는 너를 버리운 자라 칭하지 아니하며 다시는 네 땅을 황무지라 칭하지 아니하고 오직 ! 너를 헵시바라 하며 네 땅을 쀼라라 하리니 이는 여호와께서 너를 기뻐하실 것이며 네 땅이 결혼한 바가 될 것임이라
이사야,62,5,이사야 62:5,마치 청년이 처녀와 결혼함같이 네 아들들이 너를 취하겠고 신랑이 신부를 기뻐함 같이 네 하나님이 너를 기뻐하시리라
이사야,62,6,이사야 62:6,예루살렘이여 ! 내가 너의 성벽 위에 파숫군을 세우고 그들로 종일 종야에 잠잠치 않게 하였느니라 너희 여호와로 기억하시게 하는 자들아 너희는 쉬지 말며
이사야,62,7,이사야 62:7,또 여호와께서 예루살렘을 세워 세상에서 찬송을 받게 하시기까지 그로 쉬지 못하시게 하라
이사야,62,8,이사야 62:8,"여호와께서 그 오른손, 그 능력의 팔로 맹세하시되 내가 다시는 네 곡식을 네 원수들에게 식물로 주지 아니하겠고 너의 수고하여 얻은 포도주를 이방인으로 마시지 않게 할 것인즉"
이사야,62,9,이사야 62:9,오직 추수한 자가 그것을 먹고 나 여호와를 찬송할 것이요 거둔 자가 그것을 나의 성소 뜰에서 마시리라 하셨느니라
이사야,62,10,이사야 62:10,성문으로 나아가라 ! 나아가라 ! 백성의 길을 예비하라 ! 대로를 수축하고 수축하라 ! 돌을 제하라 ! 만민을 위하여 기를 들라 !
이사야,62,11,이사야 62:11,여호와께서 땅 끝까지 반포하시되 너희는 딸 시온에게 이르라 보라 네 구원이 임하느니라 보라 상급이 그에게 있고 보응이 그 앞에 있느니라 하셨느니라
이사야,62,12,이사야 62:12,"사람들이 너를 일컬어 거룩한 백성이라, 여호와의 구속하신 자라 하겠고 또 너를 일컬어 찾은 바 된 자요 버리지 아니한 성읍이라 하리라"
이사야,63,2,이사야 63:2,어찌하여 네 의복이 붉으며 네 옷이 포도즙 틀을 밟는 자 같으뇨
이사야,63,3,이사야 63:3,만민 중에 나와 함께한 자가 없이 내가 홀로 포도즙 틀을 밟았는데 내가 노함을 인하여 무리를 밟았고 분함을 인하여 짓밟았으므로 그들의 선혈이 내 옷에 뛰어 내 의복을 다 더럽혔음이니
이사야,63,5,이사야 63:5,내가 본즉 도와주는 자도 없고 붙들어 주는 자도 없으므로 이상히 여겨 내 팔이 나를 구원하며 내 분이 나를 붙들었음이라
이사야,63,6,이사야 63:6,내가 노함을 인하여 만민을 밟았으며 내가 분함을 인하여 그들을 취케 하고 그들의 선혈로 땅에 쏟아지게 하였느니라
이사야,63,7,이사야 63:7,내가 여호와께서 우리에게 베푸신 모든 자비와 그 찬송을 말하며 그 긍휼을 따라 그 많은 자비를 따라 이스라엘 집에 베푸신 큰 은총을 말하리라
이사야,63,8,이사야 63:8,여호와께서 말씀하시되 그들은 실로 나의 백성이요 거짓을 행치 아니하는 자녀라 하시고 그들의 구원자가 되사
이사야,63,9,이사야 63:9,그들의 모든 환난에 동참하사 자기 앞의 사자로 그들을 구원하시며 그 사랑과 그 긍휼로 그들을 구속하시고 옛적 모든 날에 그들을 드시며 안으셨으나
이사야,63,13,이사야 63:13,그들을 깊음으로 인도하시되 말이 광야에 행함과 같이 넘어지지 않게 하신 자가 이제 어디 계시뇨
이사야,63,14,이사야 63:14,여호와의 신이 그들로 골짜기로 내려가는 가축 같이 편히 쉬게 하셨도다 주께서 이같이 주의 백성을 인도하사 이름을 영화롭게 하셨나이다 하였느니라
이사야,63,15,이사야 63:15,"주여, 하늘에서 굽어 살피시며 주의 거룩하시고 영화로운 처소에서 보옵소서 ! 주의 열성과 주의 능하신 행동이 이제 어디 있나이까 ? 주의 베푸시던 간곡한 자비와 긍휼이 내게 그쳤나이다"
이사야,63,17,이사야 63:17,"여호와여, 어찌하여 우리로 주의 길에서 떠나게 하시며 우리의 마음을 강퍅케 하사 주를 경외하지 않게 하시나이까 ? 원컨대 주의 종들 곧 주의 산업인 지파들을 위하사 돌아오시옵소서"
이사야,63,18,이사야 63:18,주의 거룩한 백성이 땅을 차지한지 오래지 아니하여서 우리의 대적이 주의 성소를 유린하였사오니
이사야,63,19,이사야 63:19,우리는 주의 다스림을 받지 못하는 자 같으며 주의 이름으로 칭함을 받지 못하는 자 같이 되었나이다
이사야,64,3,이사야 64:3,주께서 강림하사 우리의 생각 밖에 두려운 일을 행하시던 그 때에 산들이 주의 앞에서 진동하였사오니
이사야,64,4,이사야 64:4,주 외에는 자기를 앙망하는 자를 위하여 이런 일을 행한 신을 예로부터 들은 자도 없고 귀로 깨달은 자도 없고 눈으로 본 자도 없었나이다
이사야,64,8,이사야 64:8,"그러나 여호와여, 주는 우리 아버지시니이다 우리는 진흙이요 주는 토기장이시니 우리는 다 주의 손으로 지으신 것이라"
이사야,64,9,이사야 64:9,여호와여 과히 분노하지 마옵시며 죄악을 영영히 기억하지 마옵소서 구하오니 보시옵소서 ! 보시옵소서 ! 우리는 다 주의 백성이니이다
이사야,65,1,이사야 65:1,나는 나를 구하지 아니하던 자에게 물음을 받았으며 나를 찾지 아니하던 자에게 찾아냄이 되었으며 내 이름을 부르지 아니하던 나라에게 내가 여기 있노라 내가 여기 있노라 하였노라
이사야,65,8,이사야 65:8,여호와께서 이같이 말씀하시되 포도송이에는 즙이 있으므로 혹이 말하기를 그것을 상하지 말라 거기 복이 있느니라 하나니 나도 내 종들을 위하여 그같이 행하여 다 멸하지 아니하고
이사야,65,9,이사야 65:9,내가 야곱 중에서 씨를 내며 유다 중에서 나의 산들을 기업으로 얻을 자를 내리니 나의 택한 자가 이를 기업으로 얻을 것이요 나의 종들이 거기 거할 것이라
이사야,65,17,이사야 65:17,보라 내가 새 하늘과 새 땅을 창조하나니 이전 것은 기억되거나 마음에 생각나지 아니할 것이라
이사야,65,18,이사야 65:18,너희는 나의 창조하는 것을 인하여 영원히 기뻐하며 즐거워할지니라 보라 내가 예루살렘으로 즐거움을 창조하며 그 백성으로 기쁨을 삼고
이사야,65,23,이사야 65:23,그들의 수고가 헛되지 않겠고 그들의 생산한 것이 재난에 걸리지 아니하리니 그들은 여호와의 복된 자의 자손이요 그 소생도 그들과 함께 될 것임이라
이사야,65,25,이사야 65:25,이리와 어린 양이 함께 먹을 것이며 사자가 소처럼 짚을 먹을 것이며 뱀은 흙으로 식물을 삼을 것이니 나의 성산에서는 해함도 없겠고 상함도 없으리라 여호와의 말이니라
이사야,66,1,이사야 66:1,여호와께서 이같이 말씀하시되 하늘은 나의 보좌요 땅은 나의 발등상이니 너희가 나를 위하여 무슨 집을 지을꼬 나의 안식할 처소가 어디랴
이사야,66,7,이사야 66:7,시온은 구로하기 전에 생산하며 고통을 당하기 전에 남자를 낳았으니
이사야,66,8,이사야 66:8,이러한 일을 들은 자가 누구이며 이러한 일을 본 자가 누구이뇨 나라가 어찌 하루에 생기겠으며 민족이 어찌 순식간에 나겠느냐 그러나 시온은 구로하는 즉시에 그 자민을 순산하였도다
이사야,66,9,이사야 66:9,여호와께서 가라사대 내가 임산케 하였은즉 해산케 아니하겠느냐 네 하나님이 가라사대 나는 해산케 하는 자인즉 어찌 태를 닫겠느냐 하시니라
이사야,66,10,이사야 66:10,예루살렘을 사랑하는 자여 다 그와 함께 기뻐하라 다 그와 함께 즐거워하라 그를 위하여 슬퍼하는 자여 다 그의 기쁨을 인하여 그와 함께 기뻐하라
이사야,66,11,이사야 66:11,너희가 젖을 빠는 것 같이 그 위로하는 품에서 만족하겠고 젖을 넉넉히 빤 것같이 그 영광의 풍성함을 인하여 즐거워하리라
이사야,66,12,이사야 66:12,"여호와께서 이같이 말씀하시되 보라 내가 그에게 평강을 강 같이, 그에게 열방의 영광을 넘치는 시내 같이 주리니 너희가 그 젖을 빨 것이며 너희가 옆에 안기며 그 무릎에서 놀 것이라"
이사야,66,13,이사야 66:13,어미가 자식을 위로함 같이 내가 너희를 위로할 것인즉 너희가 예루살렘에서 위로를 받으리니
이사야,66,19,이사야 66:19,내가 그들 중에 징조를 세워서 그들 중 도피한 자를 열방 곧 다시스와 뿔과 활을 당기는 룻과 및 두발과 야완과 또 나의 명성을 듣지도 못하고 나의 영광을 보지도 못한 먼 섬들로 보내리니 그들이 나의 영광을 열방에 선파하리라
이사야,66,20,이사야 66:20,나 여호와가 말하노라 이스라엘 자손이 예물을 깨끗한 그릇에 담아 여호와의 집에 드림 같이 그들이 너희 모든 형제를 열방에서 나의 성산 예루살렘으로 말과 수레와 교자와 노새와 약대에 태워다가 여호와께 예물로 드릴 것이요
이사야,66,22,이사야 66:22,나 여호와가 말하노라 나의 지을 새 하늘과 새 땅이 내 앞에 항상 있을 것 같이 너희 자손과 너희 이름이 항상 있으리라
이사야,66,23,이사야 66:23,여호와가 말하노라 매 월삭과 매 안식일에 모든 혈육이 이르러 내 앞에 경배하리라
예레미야,1,5,예레미야 1:5,내가 너를 복중에 짓기 전에 너를 알았고 네가 태에서 나오기 전에 너를 구별하였고 너를 열방의 선지자로 세웠노라 하시기로
예레미야,1,7,예레미야 1:7,여호와께서 내게 이르시되 너는 아이라 하지 말고 내가 너를 누구에게 보내든지 너는 가며 내가 네게 무엇을 명하든지 너는 말할지니라
예레미야,1,8,예레미야 1:8,너는 그들을 인하여 두려워 말라 내가 너와 함께 하여 너를 구원하리라 나 여호와의 말이니라 하시고
예레미야,1,9,예레미야 1:9,여호와께서 그 손을 내밀어 내 입에 대시며 내게 이르시되 보라 내가 내 말을 네 입에 두었노라
예레미야,1,12,예레미야 1:12,여호와께서 내게 이르시되 네가 잘 보았도다 이는 내가 내 말을 지켜 그대로 이루려 함이니라
예레미야,1,17,예레미야 1:17,그러므로 너는 네 허리를 동이고 일어나 내가 네게 명한 바를 다 그들에게 고하라 그들을 인하여 두려워 말라 두렵건대 내가 너로 그들 앞에서 두려움을 당하게 할까 하노라
예레미야,1,19,예레미야 1:19,그들이 너를 치나 이기지 못하리니 이는 내가 너와 함께 하여 너를 구원할 것임이니라 여호와의 말이니라
예레미야,2,2,예레미야 2:2,"가서 예루살렘 거민의 귀에 외쳐 말할지니라 여호와께서 이같이 말씀하시기를 네 소년 때의 우의와 네 결혼 때의 사랑 곧 씨 뿌리지 못하는 땅, 광야에서 어떻게 나를 좇았음을 내가 너를 위하여 기억하노라"
예레미야,2,4,예레미야 2:4,야곱 집과 이스라엘 집 모든 가족아 ! 나 여호와의 말을 들으라
예레미야,2,5,예레미야 2:5,나 여호와가 이같이 말하노라 너희 열조가 내게서 무슨 불의함을 보았관대 나를 멀리하고 허탄한 것을 따라 헛되이 행하였느냐 ?
예레미야,2,10,예레미야 2:10,너희는 깃딤 섬들에 건너가 보며 게달에도 사람을 보내어 이같은 일의 유무를 자세히 살펴보라
예레미야,2,11,예레미야 2:11,어느 나라가 그 신을 신 아닌 것과 바꾼일이 있느냐 ? 그러나 나의 백성은 그 영광을 무익한 것과 바꾸었도다
예레미야,2,12,예레미야 2:12,너 하늘아 이 일을 인하여 놀랄지어다 심히 떨지어다 두려워할지어다 여호와의 말이니라
예레미야,2,13,예레미야 2:13,"내 백성이 두가지 악을 행하였나니 곧 생수의 근원되는 나를 버린 것과, 스스로 웅덩이를 판 것인데 그것은 물을 저축지 못할 터진 웅덩이니라"
예레미야,2,14,예레미야 2:14,이스라엘이 종이냐 씨종이냐 ? 어찌하여 포로가 되었느냐 ?
예레미야,2,15,예레미야 2:15,어린 사자들이 너를 향하여 부르짖으며 소리를 날려 네 땅을 황무케 하였으며 네 성읍들은 불타서 거민이 없게 되었으며
예레미야,2,16,예레미야 2:16,놉과 다바네스의 자손도 네 정수리를 상하였으니
예레미야,2,17,예레미야 2:17,네 하나님 여호와가 너를 길로 인도할 때에 네가 나를 떠남으로 이를 자취함이 아니냐
예레미야,2,19,예레미야 2:19,네 악이 너를 징계하겠고 네 패역이 너를 책할 것이라 그런즉 네 하나님 여호와를 버림과 네 속에 나를 경외함이 없는 것이 악이요 고통인 줄 알라 주 만군의 여호와의 말이니라
예레미야,2,20,예레미야 2:20,네가 옛적부터 네 멍에를 꺾고 네 결박을 끊으며 말하기를 나는 순복지 아니하리라 하고 모든 높은 산 위와 모든 푸른 나무 아래서 몸을 굽혀 행음하도다
예레미야,2,21,예레미야 2:21,내가 너를 순전한 참 종자 곧 귀한 포도나무로 심었거늘 내게 대하여 이방 포도나무의 악한 가지가 됨은 어찜이뇨
예레미야,2,22,예레미야 2:22,주 여호와 내가 말하노라 ! 네가 잿물로 스스로 씻으며 수다한 비누를 쓸지라도 네 죄악이 오히려 내 앞에 그저 있으리니
